ACG,Brand,Market,Product ID,CG,SCG,Long Name,Sales,Vollume,calender week,MAT,'YTD
Consumer,Ohio,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,"3,438",2,10,MAT-1,Null
Consumer,New York,East,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,"7,152",3,11,MAT-2,Null
Consumer,New York,East,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,"179,7",6,12,MAT,Null
Consumer,Minnesota,Central,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room","90,64",8,13,MAT-1,YTD
Consumer,Massachusetts,East,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177,3,1,MAT-2,Null
Consumer,Massachusetts,East,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","79,45",7,2,MAT,Null
Consumer,Massachusetts,East,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,"1628,82",9,3,MAT-1,Null
Corporate,Washington,West,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock","137,54",2,4,MAT-2,Null
Corporate,Washington,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table","730,2",4,5,MAT,Null
Consumer,California,West,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,"11,56",2,6,MAT-1,Null
Consumer,North Carolina,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,"4297,644",13,7,MAT-2,Null
Corporate,Washington,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,"20,65",5,8,MAT,Null
Corporate,Washington,West,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System","204,9",5,9,MAT-1,Null
Corporate,Washington,West,FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,"436,704",6,10,MAT-2,Null
Corporate,Washington,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black","481,568",2,11,MAT,Null
Consumer,Arizona,West,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,"89,544",7,12,MAT-1,Null
Consumer,Arizona,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,"35,168",2,13,MAT-2,YTD-1
Consumer,Arizona,West,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,"72,588",2,1,MAT,Null
Consumer,Minnesota,Central,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,"221,16",4,2,MAT-1,Null
Consumer,Minnesota,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,"281,97",3,3,MAT-2,Null
Consumer,California,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,"3406,664",8,4,MAT,Null
Consumer,California,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,"37,17",9,5,MAT-1,Null
Consumer,California,West,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,"64,96",2,6,MAT-2,Null
Consumer,California,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","595,38",6,7,MAT,Null
Home Office,Arizona,West,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,"95,984",2,8,MAT-1,Null
Home Office,Arizona,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,"4,938",2,9,MAT-2,Null
Consumer,New York,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""","97,44",3,10,MAT,Null
Consumer,New York,East,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,"3,984",1,11,MAT-1,Null
Consumer,New York,East,OFF-AR-10003876,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink","13,04",4,12,MAT-2,Null
Consumer,New York,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,"579,528",4,13,MAT,YTD-2
Consumer,California,West,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,"18,75",5,1,MAT-1,Null
Home Office,California,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,"3023,928",9,2,MAT-2,Null
Home Office,California,West,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,"26,96",2,3,MAT,Null
Home Office,California,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,"477,6",3,4,MAT-1,Null
Consumer,California,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,"193,95",3,5,MAT-2,Null
Corporate,California,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,"12,96",2,6,MAT,Null
Consumer,California,West,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,"119,94",3,7,MAT-1,Null
Consumer,California,West,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,"12,42",3,8,MAT-2,Null
Consumer,California,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,"18,088",7,9,MAT,Null
Consumer,California,West,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","71,97",3,10,MAT-1,Null
Consumer,Alabama,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,"14,94",3,11,MAT-2,Null
Corporate,North Carolina,South,OFF-AR-10001446,Office Supplies,Art,Newell 309,"64,68",7,12,MAT,Null
Consumer,California,West,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,5,13,MAT-1,YTD
Home Office,Pennsylvania,East,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,"7,968",2,1,MAT-2,Null
Home Office,Pennsylvania,East,TEC-PH-10002645,Technology,Phones,LG G2,"1499,97",5,2,MAT,Null
Consumer,Texas,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,"26,632",1,3,MAT-1,Null
Consumer,California,West,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock","41,6",4,4,MAT-2,Null
Corporate,Indiana,Central,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,"64,02",6,5,MAT,Null
Corporate,New York,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,"6,99",3,6,MAT-1,Null
Corporate,New York,East,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","6,84",1,7,MAT-2,Null
Corporate,California,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,"323,1",2,8,MAT,Null
Corporate,California,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,"668,16",9,9,MAT-1,Null
Consumer,California,West,OFF-LA-10004559,Office Supplies,Labels,Avery 49,"8,64",3,10,MAT-2,Null
Consumer,California,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,"38,88",6,11,MAT,Null
Consumer,California,West,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany","201,04",8,12,MAT-1,Null
Consumer,California,West,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,"12,96",2,13,MAT-2,YTD-1
Corporate,California,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,"16,59",1,1,MAT,Null
Consumer,California,West,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2","35,1",6,2,MAT-1,Null
Home Office,Texas,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,"11,646",9,3,MAT-2,Null
Consumer,Virginia,South,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,"32,4",5,4,MAT,Null
Consumer,Virginia,South,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,"503,96",4,5,MAT-1,Null
Home Office,New York,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,"7,04",4,6,MAT-2,Null
Consumer,Texas,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","613,9992",3,7,MAT,Null
Corporate,Connecticut,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame","470,36",11,8,MAT-1,Null
Home Office,California,West,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,"31,08",6,9,MAT-2,Null
Home Office,California,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,"7,3",2,10,MAT,Null
Corporate,Ohio,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,"73,536",4,11,MAT-1,Null
Corporate,Michigan,Central,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box","491,55",5,12,MAT-2,Null
Home Office,Pennsylvania,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","30,336",4,13,MAT,YTD-2
Consumer,California,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page","22,83",3,1,MAT-1,Null
Consumer,California,West,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,"54,32",4,2,MAT-2,Null
Consumer,California,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,"196,776",3,3,MAT,Null
Consumer,California,West,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,"3,62",2,4,MAT-1,Null
Home Office,Delaware,East,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,"11,54",1,5,MAT-2,Null
Home Office,Delaware,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,"849,95",5,6,MAT,Null
Home Office,Delaware,East,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""","11,01",3,7,MAT-1,Null
Consumer,California,West,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,"39,624",3,8,MAT-2,Null
Consumer,California,West,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,"242,136",3,9,MAT,Null
Consumer,California,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,"12,39",3,10,MAT-1,Null
Consumer,California,West,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak","19,96",2,11,MAT-2,Null
Consumer,California,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,"340,92",3,12,MAT,Null
Consumer,Pennsylvania,East,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,"273,568",2,13,MAT-1,YTD
Consumer,Pennsylvania,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,"13,194",2,1,MAT-2,Null
Consumer,Pennsylvania,East,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,"1080,096",6,2,MAT,Null
Consumer,Pennsylvania,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,"51,56",5,3,MAT-1,Null
Consumer,Pennsylvania,East,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,"58,416",2,4,MAT-2,Null
Consumer,California,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,"57,584",2,5,MAT,Null
Home Office,Pennsylvania,East,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,"37,312",4,6,MAT-1,Null
Consumer,Texas,Central,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,"79,96",5,7,MAT-2,Null
Consumer,Texas,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,"223,96",5,8,MAT,Null
Consumer,Pennsylvania,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black","221,024",2,9,MAT-1,Null
Corporate,Wisconsin,Central,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","18,96",2,10,MAT-2,Null
Consumer,New York,East,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,"326,646",3,11,MAT,Null
Consumer,New York,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,"89,97",3,12,MAT-1,Null
Home Office,New York,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',"296,712",13,13,MAT-2,YTD
Consumer,Illinois,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,"12,224",2,1,MAT,Null
Consumer,Idaho,West,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,"89,97",3,2,MAT-1,Null
Consumer,Massachusetts,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,"286,86",7,3,MAT-2,Null
Consumer,Massachusetts,East,TEC-PH-10004977,Technology,Phones,GE 30524EE4,"979,95",5,4,MAT,Null
Consumer,Massachusetts,East,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,"4,36",2,5,MAT-1,Null
Consumer,Washington,West,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,"10,048",2,6,MAT-2,Null
Consumer,Washington,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,"807,75",5,7,MAT,Null
Consumer,California,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,"34,24",8,8,MAT-1,Null
Corporate,Virginia,South,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton","500,24",13,9,MAT-2,Null
Corporate,Virginia,South,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,"20,12",2,10,MAT,Null
Corporate,Virginia,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,"896,99",1,11,MAT-1,Null
Home Office,Pennsylvania,East,OFF-PA-10001583,Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack","5,88",1,12,MAT-2,Null
Home Office,Nebraska,Central,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,"269,98",2,13,MAT,YTD-1
Corporate,California,West,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts","310,12",2,1,MAT-1,Null
Corporate,California,West,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""","70,464",6,2,MAT-2,Null
Corporate,California,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,"19,68",5,3,MAT,Null
Corporate,California,West,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,"140,67",3,4,MAT-1,Null
Corporate,Vermont,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","4404,9",5,5,MAT-2,Null
Consumer,California,West,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,"62,65",5,6,MAT,Null
Consumer,Delaware,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,"9,45",3,7,MAT-1,Null
Consumer,Illinois,Central,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,"268,576",4,8,MAT-2,Null
Consumer,California,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal","364,08",2,9,MAT,Null
Consumer,California,West,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,"71,088",2,10,MAT-1,Null
Consumer,Illinois,Central,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,"10,984",2,11,MAT-2,Null
Consumer,Illinois,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,"797,944",4,12,MAT,Null
Corporate,New Hampshire,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,"159,98",2,13,MAT-1,YTD-2
Consumer,Illinois,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,"5,344",2,1,MAT-2,Null
Consumer,Illinois,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,"27,72",3,2,MAT,Null
Home Office,Washington,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,"2,496",1,3,MAT-1,Null
Consumer,Virginia,South,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll","8,26",2,4,MAT-2,Null
Consumer,Virginia,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,"17,76",2,5,MAT,Null
Consumer,Virginia,South,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B","332,94",3,6,MAT-1,Null
Consumer,Virginia,South,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,"292,1",2,7,MAT-2,Null
Consumer,Virginia,South,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,"206,1",5,8,MAT,Null
Consumer,Virginia,South,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled","17,64",4,9,MAT-1,Null
Corporate,California,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,"1403,92",5,10,MAT-2,Null
Home Office,Arkansas,South,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box","4,3",2,11,MAT,Null
Corporate,Washington,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,"239,97",3,12,MAT-1,Null
Corporate,Washington,West,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,"81,96",2,13,MAT-2,YTD
Corporate,Washington,West,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,"238,62",2,1,MAT,Null
Consumer,California,West,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,"139,8",5,2,MAT-1,Null
Consumer,Connecticut,East,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,"9,84",2,3,MAT-2,Null
Consumer,Connecticut,East,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.","7,78",1,4,MAT,Null
Consumer,Michigan,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,"54,9",5,5,MAT-1,Null
Home Office,California,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","50,04",6,6,MAT-2,Null
Home Office,Florida,South,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,"339,92",5,7,MAT,Null
Home Office,Florida,South,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,"10,528",4,8,MAT-1,Null
Home Office,Florida,South,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,"42,384",2,9,MAT-2,Null
Corporate,Pennsylvania,East,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,"123,92",5,10,MAT,Null
Consumer,Georgia,South,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,"135,95",1,11,MAT-1,Null
Consumer,Texas,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,"2177,584",8,12,MAT-2,Null
Consumer,Texas,Central,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,"17,496",3,13,MAT,YTD-1
Consumer,Texas,Central,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,"16,784",4,1,MAT-1,Null
Consumer,Texas,Central,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,"431,136",9,2,MAT-2,Null
Consumer,Texas,Central,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,"8,88",5,3,MAT,Null
Consumer,Texas,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,"4,836",2,4,MAT-1,Null
Consumer,New York,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,"437,85",3,5,MAT-2,Null
Consumer,New York,East,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,"673,568",2,6,MAT,Null
Corporate,New Jersey,East,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,"274,8",5,7,MAT-1,Null
Corporate,New Jersey,East,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black","62,18",1,8,MAT-2,Null
Corporate,New Jersey,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,"8,28",2,9,MAT,Null
Consumer,Kentucky,South,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""","48,81",3,10,MAT-1,Null
Consumer,Virginia,South,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black","149,9",5,11,MAT-2,Null
Consumer,Texas,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","1023,332",5,12,MAT,Null
Consumer,Texas,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,"600,558",3,13,MAT-1,YTD-2
Consumer,Texas,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,"39,992",1,1,MAT-2,Null
